1101001,1,1990,,1273
1101001,2,1990,,1328
1101001,3,1990,,1483
1101001,4,1990,,1381
1101001,5,1990,,1433
1101001,6,1990,,1800
1101001,7,1990,,1691
1101001,8,1990,,1663
1101001,9,1990,,1585
1101001,10,1990,,1529
1101001,11,1990,,1651
1101001,12,1990,,1718
1101001,1,1991,,1575
1101001,2,1991,,1347
1101001,3,1991,,1751
1101001,4,1991,,1551
1101001,5,1991,,1574
1101001,6,1991,,1605
1101001,7,1991,,1643
1101001,8,1991,,1637
1101001,9,1991,,1437
1101001,10,1991,,1556
1101001,11,1991,,1536
1101001,12,1991,,1539
1101001,1,1992,,1758
1101001,2,1992,,1675
1101001,3,1992,,1940
1101001,4,1992,,1939
1101001,5,1992,,1983
1101001,6,1992,,1974
1101001,7,1992,,2047
1101001,8,1992,,1926
1101001,9,1992,,1826
1101001,10,1992,,2037
1101001,11,1992,,2058
1101001,12,1992,,2096
1101001,1,1993,,1641
1101001,2,1993,,2014
1101001,3,1993,,2457
1101001,4,1993,,2178
1101001,5,1993,,2063
1101001,6,1993,,2145
1101001,7,1993,,2106
1101001,8,1993,,2101
1101001,9,1993,,2180
1101001,10,1993,,2200
1101001,11,1993,,2282
1101001,12,1993,,2257
1101001,1,1994,,2272
1101001,2,1994,,1970
1101001,3,1994,,2506
1101001,4,1994,,2285
1101001,5,1994,,2367
1101001,6,1994,,2336
1101001,7,1994,,2267
1101001,8,1994,,2329
1101001,9,1994,,2277
1101001,10,1994,,2284
1101001,11,1994,,2332
1101001,12,1994,,2297
1101001,1,1995,,2283
1101001,2,1995,,2175
1101001,3,1995,,2582
1101001,4,1995,,2466
1101001,5,1995,,2489
1101001,6,1995,,2227
1101001,7,1995,,2365
1101001,8,1995,,2377
1101001,9,1995,,2463
1101001,10,1995,,2444
1101001,11,1995,,2220
1101001,12,1995,,2279
1101001,1,1996,,2300
1101001,2,1996,,2344
1101001,3,1996,,2547
1101001,4,1996,,2426
1101001,5,1996,,2717
1101001,6,1996,,2775
1101001,7,1996,,2613
1101001,8,1996,,2744
1101001,9,1996,,2538
1101001,10,1996,,2569
1101001,11,1996,,2728
1101001,12,1996,,2538
1101001,1,1997,,2571
1101001,2,1997,,2281
1101001,3,1997,,2560
1101001,4,1997,,2493
1101001,5,1997,,2479
1101001,6,1997,,2245
1101001,7,1997,,2480
1101001,8,1997,,2411
1101001,9,1997,,2336
1101001,10,1997,,2475
1101001,11,1997,,2559
1101001,12,1997,,2749
1101001,1,1998,,2179
1101001,2,1998,,2240
1101001,3,1998,,2486
1101001,4,1998,,2616
1101001,5,1998,,2518
1101001,6,1998,,2505
1101001,7,1998,,2645
1101001,8,1998,,2505
1101001,9,1998,,2639
1101001,10,1998,,2500
1101001,11,1998,,2486
1101001,12,1998,,2707
1101001,1,1999,,3543
1101001,2,1999,,2752
1101001,3,1999,,3131
1101001,4,1999,,2893
1101001,5,1999,,3103
1101001,6,1999,,3267
1101001,7,1999,,3231
1101001,8,1999,,3180
1101001,9,1999,,2970
1101001,10,1999,,3108
1101001,11,1999,,3063
1101001,12,1999,,3012
1101001,1,2000,,3141
1101001,2,2000,,2970
1101001,3,2000,,4027
1101001,4,2000,,3131
1101001,5,2000,,3952
1101001,6,2000,,3694
1101001,7,2000,,3812
1101001,8,2000,,3716
1101001,9,2000,,3759
1101001,10,2000,,3721
1101001,11,2000,,3571
1101001,12,2000,,3347
1101001,1,2001,,3282
1101001,2,2001,,3519
1101001,3,2001,,3676
1101001,4,2001,,3432
1101001,5,2001,,3770
1101001,6,2001,,3634
1101001,7,2001,,3271
1101001,8,2001,,3445
1101001,9,2001,,3147
1101001,10,2001,,3357
1101001,11,2001,,3522
1101001,12,2001,,3619
1101001,1,2002,,3538
1101001,2,2002,,2863
1101001,3,2002,,3551
1101001,4,2002,,3618
1101001,5,2002,,4589
1101001,6,2002,,4162
1101001,7,2002,,3457
1101001,8,2002,,3442
1101001,9,2002,,3328
1101001,10,2002,,3940
1101001,11,2002,,3714
1101001,12,2002,,3757
1101001,1,2003,,3587
1101001,2,2003,,3145
1101001,3,2003,,3586
1101001,4,2003,,3598
1101001,5,2003,,3612
1101001,6,2003,,3384
1101001,7,2003,,3590
1101001,8,2003,,3260
1101001,9,2003,,3103
1101001,10,2003,,3597
1101001,11,2003,,3478
1101001,12,2003,,3691
1101001,1,2004,,3132
1101001,2,2004,,3412
1101001,3,2004,,3775
1101001,4,2004,,3512
1101001,5,2004,,3375
1101001,6,2004,,3455
1101001,7,2004,,3523
1101001,8,2004,,3429
1101001,9,2004,,2950
1101001,10,2004,,3384
1101001,11,2004,,3384
1101001,12,2004,,3481
1101001,1,2005,,3988
1101001,2,2005,,3830
1101001,3,2005,,4720
1101001,4,2005,,4127
1101001,5,2005,,4033
1101001,6,2005,,4009
1101001,7,2005,,3732
1101001,8,2005,,3315
1101001,9,2005,,3341
1101001,10,2005,,3581
1101001,11,2005,,3785
1101001,12,2005,,3836
1101001,1,2006,,3376
1101001,2,2006,,3198
1101001,3,2006,,3236
1101001,4,2006,,3230
1101001,5,2006,,3373
1101001,6,2006,,3360
1101001,7,2006,,3234
1101001,8,2006,,3188
1101001,9,2006,,3451
1101001,10,2006,,3026
1101001,11,2006,,3342
1101001,12,2006,,3291
1101001,1,2007,,3520
1101001,2,2007,,3504
1101001,3,2007,,3580
1101001,4,2007,,3456
1101001,5,2007,,3761
1101001,6,2007,,3686
1101001,7,2007,,5834
1101001,8,2007,,3618
1101001,9,2007,,2907
1101001,10,2007,,3831
1101001,11,2007,,3555
1101001,12,2007,,3446
1101001,1,2008,,3835
1101001,2,2008,,4563
1101001,3,2008,,6078
1101001,4,2008,,7002
1101001,5,2008,,6912
1101001,6,2008,,6495
1101001,7,2008,,6860
1101001,8,2008,,6465
1101001,9,2008,,6212
1101001,10,2008,,7110
1101001,11,2008,,6811
1101001,12,2008,,7219
1101001,1,2009,,6429
1101001,2,2009,,6361
1101001,3,2009,,7079
1101001,4,2009,,7009
1101001,5,2009,,6538
1101001,6,2009,,6943
1101001,7,2009,,7106
1101001,8,2009,,6204
1101001,9,2009,,6802
1101001,10,2009,,6780
1101001,11,2009,,6848
1101001,12,2009,,7339
1101001,1,2010,,6463
1101001,2,2010,,6278
1101001,3,2010,,7484
1101001,4,2010,,7407
1101001,5,2010,,7384
1101001,6,2010,,7562
1101001,7,2010,,7418
1101001,8,2010,,7300
1101001,9,2010,,6441
1101001,10,2010,,6148
1101001,11,2010,,5965
1101001,12,2010,,6340
1101001,1,2011,,6513
1101001,2,2011,,6030
1101001,3,2011,,7621
1101001,4,2011,,7469
1101001,5,2011,,7288
1101001,6,2011,,6956
1101001,7,2011,,6844
1101001,8,2011,,6721
1101001,9,2011,,6285
1101001,10,2011,,7023
1101001,11,2011,,7102
1101001,12,2011,,6949
1101001,1,2012,,6304
1101001,2,2012,,6361
1101001,3,2012,,7165
1101001,4,2012,,6888
1101001,5,2012,,7217
1101001,6,2012,,6468
1101001,7,2012,,6513
1101001,8,2012,,6211
1101001,9,2012,,5940
1101001,10,2012,,6638
1101001,11,2012,,6944
1101001,12,2012,,6737
1101001,1,2013,,7012
1101001,2,2013,,5802
1101001,3,2013,,6871
1101001,4,2013,,7093
1101001,5,2013,,7206
1101001,6,2013,,6216
1101001,7,2013,,6666
1101001,8,2013,,5990
1101001,9,2013,,5888
1101001,10,2013,,6797
1101001,11,2013,,6395
1101001,12,2013,,7023
1101001,1,2014,,6608
1101001,2,2014,,3275
1101001,3,2014,,3483
1101001,4,2014,,4864
1101001,5,2014,,6581
1101001,6,2014,,6693
1101001,7,2014,,6462
1101001,8,2014,,6188
1101001,9,2014,,5809
1101001,10,2014,,5250
1101001,11,2014,,3688
1101001,12,2014,,3854
1101001,1,2015,,4564
1101001,2,2015,,4967
1101001,3,2015,,6158
1101001,4,2015,,5850
1101001,5,2015,,5983
1101001,6,2015,,5684
1101001,7,2015,,6128
1101001,8,2015,,7597
1101001,9,2015,,2907
1101001,10,2015,,3351
1101001,11,2015,,3631
1101001,12,2015,,5075
1101101,1,1990,,1493
1101101,2,1990,,1688
1101101,3,1990,,1876
1101101,4,1990,,1708
1101101,5,1990,,1884
1101101,6,1990,,1926
1101101,7,1990,,1902
1101101,8,1990,,1885
1101101,9,1990,,1812
1101101,10,1990,,1769
1101101,11,1990,,1940
1101101,12,1990,,1912
1101101,1,1991,,1660
1101101,2,1991,,1495
1101101,3,1991,,1806
1101101,4,1991,,1768
1101101,5,1991,,1800
1101101,6,1991,,1864
1101101,7,1991,,1907
1101101,8,1991,,1773
1101101,9,1991,,1649
1101101,10,1991,,1890
1101101,11,1991,,1847
1101101,12,1991,,2094
1101101,1,1992,,2383
1101101,2,1992,,2083
1101101,3,1992,,2293
1101101,4,1992,,1695
1101101,5,1992,,1726
1101101,6,1992,,1810
1101101,7,1992,,1694
1101101,8,1992,,1743
1101101,9,1992,,1631
1101101,10,1992,,1810
1101101,11,1992,,1754
1101101,12,1992,,1796
1101101,1,1993,,1534
1101101,2,1993,,1661
1101101,3,1993,,1866
1101101,4,1993,,1953
1101101,5,1993,,1971
1101101,6,1993,,1874
1101101,7,1993,,1913
1101101,8,1993,,1830
1101101,9,1993,,1766
1101101,10,1993,,2166
1101101,11,1993,,2072
1101101,12,1993,,2246
1101101,1,1994,,2233
1101101,2,1994,,2126
1101101,3,1994,,2470
1101101,4,1994,,2339
1101101,5,1994,,2440
1101101,6,1994,,2218
1101101,7,1994,,2300
1101101,8,1994,,2358
1101101,9,1994,,2379
1101101,10,1994,,2253
1101101,11,1994,,2286
1101101,12,1994,,2323
1101101,1,1995,,2122
1101101,2,1995,,2379
1101101,3,1995,,2673
1101101,4,1995,,2731
1101101,5,1995,,2973
1101101,6,1995,,2734
1101101,7,1995,,2570
1101101,8,1995,,2694
1101101,9,1995,,2708
1101101,10,1995,,2704
1101101,11,1995,,2630
1101101,12,1995,,2688
1101101,1,1996,,2747
1101101,2,1996,,2806
1101101,3,1996,,3152
1101101,4,1996,,3073
1101101,5,1996,,3155
1101101,6,1996,,3037
1101101,7,1996,,3094
1101101,8,1996,,2930
1101101,9,1996,,2775
1101101,10,1996,,2996
1101101,11,1996,,3018
1101101,12,1996,,2960
1101101,1,1997,,2917
1101101,2,1997,,2660
1101101,3,1997,,3074
1101101,4,1997,,2896
1101101,5,1997,,3080
1101101,6,1997,,2692
1101101,7,1997,,3092
