,1,1920,.,0
,2,1920,.,0
,3,1920,.,0
,4,1920,.,2121
,5,1920,.,2728
,6,1920,.,2901
,7,1920,.,3237
,8,1920,.,3220
,9,1920,.,2803
,10,1920,.,0
,11,1920,.,0
,12,1920,.,0
,1,1921,.,0
,2,1921,.,707
,3,1921,.,3406
,4,1921,.,3343
,5,1921,.,3451
,6,1921,.,3305
,7,1921,.,3464
,8,1921,.,3777
,9,1921,.,3330
,10,1921,.,3409
,11,1921,.,2686
,12,1921,.,3100
,1,1922,.,2826
,2,1922,.,2732
,3,1922,.,3058
,4,1922,.,3067
,5,1922,.,3291
,6,1922,.,3304
,7,1922,.,3477
,8,1922,.,3648
,9,1922,.,3357
,10,1922,.,3428
,11,1922,.,3347
,12,1922,.,3322
,1,1923,.,3147
,2,1923,.,2875
,3,1923,.,3374
,4,1923,.,3579
,5,1923,.,3585
,6,1923,.,3726
,7,1923,.,3771
,8,1923,.,3626
,9,1923,.,3836
,10,1923,.,3630
,11,1923,.,3747
,12,1923,.,3423
,1,1924,.,3022
,2,1924,.,3299
,3,1924,.,3333
,4,1924,.,3015
,5,1924,.,3257
,6,1924,.,3069
,7,1924,.,3017
,8,1924,.,3021
,9,1924,.,3010
,10,1924,.,3525
,11,1924,.,3292
,12,1924,.,3551
,1,1925,.,3821
,2,1925,.,3642
,3,1925,.,4268
,4,1925,.,4138
,5,1925,.,4338
,6,1925,.,4242
,7,1925,.,4180
,8,1925,.,4780
,9,1925,.,4126
,10,1925,.,3984
,11,1925,.,3813
,12,1925,.,4095
,1,1926,.,3938
,2,1926,.,3755
,3,1926,.,838
,4,1926,.,1329
,5,1926,.,4030
,6,1926,.,3863
,7,1926,.,3879
,8,1926,.,4242
,9,1926,.,3658
,10,1926,.,3913
,11,1926,.,3424
,12,1926,.,3538
,1,1927,.,3248
,2,1927,.,3194
,3,1927,.,3708
,4,1927,.,3624
,5,1927,.,3872
,6,1927,.,3820
,7,1927,.,4207
,8,1927,.,4238
,9,1927,.,3976
,10,1927,.,3931
,11,1927,.,3879
,12,1927,.,3693
,1,1928,.,3562
,2,1928,.,3469
,3,1928,.,3873
,4,1928,.,3771
,5,1928,.,3977
,6,1928,.,3847
,7,1928,.,3851
,8,1928,.,4022
,9,1928,.,3755
,10,1928,.,3618
,11,1928,.,3119
,12,1928,.,3488
,1,1929,.,3381
,2,1929,.,3291
,3,1929,.,3856
,4,1929,.,3540
,5,1929,.,3860
,6,1929,.,3713
,7,1929,.,4030
,8,1929,.,3946
,9,1929,.,3906
,10,1929,.,4413
,11,1929,.,4677
,12,1929,.,4658
,1,1930,.,4287
,2,1930,.,4086
,3,1930,.,4821
,4,1930,.,2292
,5,1930,.,0
,6,1930,.,0
,7,1930,.,0
,8,1930,.,0
,9,1930,.,4244
,10,1930,.,4907
,11,1930,.,4746
,12,1930,.,4661
,1,1931,.,4230
,2,1931,.,4018
,3,1931,.,4530
,4,1931,.,4435
,5,1931,.,4629
,6,1931,.,4238
,7,1931,.,4517
,8,1931,.,4915
,9,1931,.,4759
,10,1931,.,4575
,11,1931,.,3713
,12,1931,.,3605
,1,1932,.,3792
,2,1932,.,4045
,3,1932,.,4545
,4,1932,.,4271
,5,1932,.,4700
,6,1932,.,4544
,7,1932,.,4628
,8,1932,.,4525
,9,1932,.,4315
,10,1932,.,4371
,11,1932,.,4220
,12,1932,.,4353
,1,1933,.,4021
,2,1933,.,3943
,3,1933,.,4601
,4,1933,.,4868
,5,1933,.,5301
,6,1933,.,5247
,7,1933,.,5353
,8,1933,.,5421
,9,1933,.,5352
,10,1933,.,5305
,11,1933,.,5027
,12,1933,.,4924
,1,1934,.,4643
,2,1934,.,4567
,3,1934,.,5285
,4,1934,.,4962
,5,1934,.,5508
,6,1934,.,4784
,7,1934,.,5336
,8,1934,.,5061
,9,1934,.,4764
,10,1934,.,4605
,11,1934,.,4761
,12,1934,.,4602
,1,1935,.,4389
,2,1935,.,4297
,3,1935,.,5206
,4,1935,.,4689
,5,1935,.,5219
,6,1935,.,5370
,7,1935,.,5261
,8,1935,.,5319
,9,1935,.,4813
,10,1935,.,5190
,11,1935,.,4784
,12,1935,.,4767
,1,1936,.,5012
,2,1936,.,4755
,3,1936,.,5498
,4,1936,.,6008
,5,1936,.,6240
,6,1936,.,5831
,7,1936,.,6423
,8,1936,.,5457
,9,1936,.,0
,10,1936,.,0
,11,1936,.,0
,12,1936,.,0
,1,1937,.,0
,2,1937,.,0
,3,1937,.,0
,4,1937,.,0
,5,1937,.,0
,6,1937,.,5891
,7,1937,.,7346
,8,1937,.,6821
,9,1937,.,6786
,10,1937,.,7562
,11,1937,.,6536
,12,1937,.,6450
,1,1938,.,5693
,2,1938,.,5727
,3,1938,.,6313
,4,1938,.,6154
